phase,iteration,churned,generation,input_target,input_validation,output_target,output_validation,visited_chunks,elapsed_us,candidate_bytes,deep_arrival,reached_end,valid
mutation,173,1,1000355,576004096,0,576004096,61553840,213729,10000.795,0,0,0,1
mutation,174,1,1000357,576004096,0,576004096,61389680,213159,10000.574,0,0,0,1
mutation,175,1,1000359,576004096,0,576004096,61427120,213289,10000.561,0,0,0,1
mutation,176,1,1000361,576004096,0,576004096,61429424,213297,10000.568,0,0,0,1
mutation,177,1,1000363,576004096,0,576004096,61269296,212741,10000.625,0,0,0,1
mutation,178,1,1000365,576004096,0,576004096,61425392,213283,10000.588,0,0,0,1
mutation,179,1,1000367,576004096,0,576004096,61433456,213311,10000.560,0,0,0,1
mutation,180,1,1000369,576004096,0,576004096,61470896,213441,10000.637,0,0,0,1
mutation,181,1,1000371,576004096,0,576004096,61501376,213546,10000.587,0,0,0,1
mutation,182,1,1000373,576004096,0,576004096,61488176,213501,10000.609,0,0,0,1
mutation,183,1,1000375,576004096,0,576004096,61476656,213461,10000.589,0,0,0,1
mutation,184,1,1000377,576004096,0,576004096,61489328,213505,10000.651,0,0,0,1
mutation,185,1,1000379,576004096,0,576004096,61460480,213404,10000.600,0,0,0,1
mutation,186,1,1000381,576004096,0,576004096,61361984,213062,10000.577,0,0,0,1
mutation,187,1,1000383,576004096,0,576004096,61333760,212964,10000.584,0,0,0,1
mutation,188,1,1000385,576004096,0,576004096,61419632,213263,10000.651,0,0,0,1
mutation,189,1,1000387,576004096,0,576004096,61497920,213534,10000.576,0,0,0,1
mutation,190,1,1000389,576004096,0,576004096,61579136,213816,10000.601,0,0,0,1
mutation,191,1,1000391,576004096,0,576004096,61510064,213577,10000.606,0,0,0,1
mutation,192,1,1000393,576004096,0,576004096,61433456,213311,10000.612,0,0,0,1
mutation,193,1,1000395,576004096,0,576004096,61474304,213452,10000.576,0,0,0,1
mutation,194,1,1000397,576004096,0,576004096,61372976,213101,10000.598,0,0,0,1
mutation,195,1,1000399,576004096,0,576004096,61463408,213415,10000.584,0,0,0,1
mutation,196,1,1000401,576004096,0,576004096,61467968,213430,10000.593,0,0,0,1
mutation,197,1,1000403,576004096,0,576004096,61197296,212491,10000.586,0,0,0,1
mutation,198,1,1000405,576004096,0,576004096,61356848,213045,10000.809,0,0,0,1
mutation,199,1,1000407,576004096,0,576004096,61513520,213589,10000.566,0,0,0,1
mutation,200,1,1000409,576004096,0,576004096,61465136,213421,10000.596,0,0,0,1
mutation,201,1,1000411,576004096,0,576004096,61438064,213327,10000.598,0,0,0,1
mutation,202,1,1000413,576004096,0,576004096,61474352,213453,10000.584,0,0,0,1
mutation,203,1,1000415,576004096,0,576004096,61481216,213476,10000.576,0,0,0,1
mutation,204,1,1000417,576004096,0,576004096,61480112,213473,10000.605,0,0,0,1
mutation,205,1,1000419,576004096,0,576004096,61492784,213517,10000.585,0,0,0,1
mutation,206,1,1000421,576004096,0,576004096,61180016,212431,10000.570,0,0,0,1
mutation,207,1,1000423,576004096,0,576004096,61341872,212993,10000.688,0,0,0,1
mutation,208,1,1000425,576004096,0,576004096,61443200,213344,10000.570,0,0,0,1
mutation,209,1,1000427,576004096,0,576004096,61449584,213367,10000.600,0,0,0,1
mutation,210,1,1000429,576004096,0,576004096,61465712,213423,10000.583,0,0,0,1
mutation,211,1,1000431,576004096,0,576004096,61364336,213071,10000.587,0,0,0,1
mutation,212,1,1000433,576004096,0,576004096,61441520,213339,10000.613,0,0,0,1
mutation,213,1,1000435,576004096,0,576004096,61272176,212751,10000.635,0,0,0,1
mutation,214,1,1000437,576004096,0,576004096,61480064,213472,10000.591,0,0,0,1
mutation,215,1,1000439,576004096,0,576004096,61449008,213365,10000.594,0,0,0,1
mutation,216,1,1000441,576004096,0,576004096,61424816,213281,10000.589,0,0,0,1
mutation,217,1,1000443,576004096,0,576004096,61404608,213210,10000.568,0,0,0,1
mutation,218,1,1000445,576004096,0,576004096,61475504,213457,10000.568,0,0,0,1
mutation,219,1,1000447,576004096,0,576004096,61454768,213385,10000.600,0,0,0,1
mutation,220,1,1000449,576004096,0,576004096,61419632,213263,10000.643,0,0,0,1
mutation,221,1,1000451,576004096,0,576004096,61358576,213051,10000.657,0,0,0,1
mutation,222,1,1000453,576004096,0,576004096,61484672,213488,10000.612,0,0,0,1
mutation,223,1,1000455,576004096,0,576004096,61453568,213380,10000.607,0,0,0,1
mutation,224,1,1000457,576004096,0,576004096,61461632,213408,10000.595,0,0,0,1
mutation,225,1,1000459,576004096,0,576004096,61497392,213533,10000.599,0,0,0,1
mutation,226,1,1000461,576004096,0,576004096,61412144,213237,10000.574,0,0,0,1
mutation,227,1,1000463,576004096,0,576004096,61493888,213520,10000.606,0,0,0,1
mutation,228,1,1000465,576004096,0,576004096,61372400,213099,10000.576,0,0,0,1
mutation,229,1,1000467,576004096,0,576004096,61531904,213652,10000.573,0,0,0,1
mutation,230,1,1000469,576004096,0,576004096,61203008,212510,10000.580,0,0,0,1
mutation,231,1,1000471,576004096,0,576004096,60866624,211342,10000.594,0,0,0,1
mutation,232,1,1000473,576004096,0,576004096,61065920,212034,10000.576,0,0,0,1
mutation,233,1,1000475,576004096,0,576004096,61543472,213693,10000.561,0,0,0,1
mutation,234,1,1000477,576004096,0,576004096,61224368,212585,10000.573,0,0,0,1
mutation,235,1,1000479,576004096,0,576004096,61496768,213530,10000.580,0,0,0,1
mutation,236,1,1000481,576004096,0,576004096,61481264,213477,10000.608,0,0,0,1
mutation,237,1,1000483,576004096,0,576004096,61541120,213684,10000.591,0,0,0,1
mutation,238,1,1000485,576004096,0,576004096,61492784,213517,10000.576,0,0,0,1
mutation,239,1,1000487,576004096,0,576004096,61448960,213364,10000.599,0,0,0,1
mutation,240,1,1000489,576004096,0,576004096,61423664,213277,10000.632,0,0,0,1
mutation,241,1,1000491,576004096,0,576004096,61436336,213321,10000.603,0,0,0,1
mutation,242,1,1000493,576004096,0,576004096,61430000,213299,10000.625,0,0,0,1
mutation,243,1,1000495,576004096,0,576004096,61566512,213773,10000.653,0,0,0,1
mutation,244,1,1000497,576004096,0,576004096,61413296,213241,10000.598,0,0,0,1
mutation,245,1,1000499,576004096,0,576004096,61496768,213530,10000.593,0,0,0,1
mutation,246,1,1000501,576004096,0,576004096,61284848,212795,10000.608,0,0,0,1
mutation,247,1,1000503,576004096,0,576004096,61506608,213565,10000.585,0,0,0,1
mutation,248,1,1000505,576004096,0,576004096,61490480,213509,10000.588,0,0,0,1
mutation,249,1,1000507,576004096,0,576004096,61306736,212871,10000.576,0,0,0,1
mutation,250,1,1000509,576004096,0,576004096,61402352,213203,10000.612,0,0,0,1
mutation,251,1,1000511,576004096,0,576004096,61500272,213543,10000.599,0,0,0,1
mutation,252,1,1000513,576004096,0,576004096,61577408,213810,10000.571,0,0,0,1
mutation,253,1,1000515,576004096,0,576004096,61307840,212874,10000.569,0,0,0,1
mutation,254,1,1000517,576004096,0,576004096,61363760,213069,10000.586,0,0,0,1
mutation,255,1,1000519,576004096,0,576004096,61384496,213141,10000.611,0,0,0,1
mutation,256,1,1000521,576004096,0,576004096,61406384,213217,10000.578,0,0,0,1
mutation,257,1,1000523,576004096,0,576004096,61443824,213347,10000.590,0,0,0,1
mutation,258,1,1000525,576004096,0,576004096,61374080,213104,10000.583,0,0,0,1
mutation,259,1,1000527,576004096,0,576004096,61521584,213617,10000.644,0,0,0,1
mutation,260,1,1000529,576004096,0,576004096,61506608,213565,10000.603,0,0,0,1
mutation,261,1,1000531,576004096,0,576004096,61455920,213389,10000.628,0,0,0,1
mutation,262,1,1000533,576004096,0,576004096,61463984,213417,10000.583,0,0,0,1
mutation,263,1,1000535,576004096,0,576004096,61402928,213205,10000.567,0,0,0,1
mutation,264,1,1000537,576004096,0,576004096,61472624,213447,10000.601,0,0,0,1
mutation,265,1,1000539,576004096,0,576004096,61434560,213314,10000.579,0,0,0,1
mutation,266,1,1000541,576004096,0,576004096,61461104,213407,10000.580,0,0,0,1
mutation,267,1,1000543,576004096,0,576004096,61442048,213340,10000.552,0,0,0,1
mutation,268,1,1000545,576004096,0,576004096,61490480,213509,10000.589,0,0,0,1
mutation,269,1,1000547,576004096,0,576004096,61202432,212508,10000.578,0,0,0,1
mutation,270,1,1000549,576004096,0,576004096,61372976,213101,10000.592,0,0,0,1
mutation,271,1,1000551,576004096,0,576004096,61443200,213344,10000.571,0,0,0,1
mutation,272,1,1000553,576004096,0,576004096,61522112,213618,10000.570,0,0,0,1
mutation,273,1,1000555,576004096,0,576004096,61462256,213411,10000.607,0,0,0,1
mutation,274,1,1000557,576004096,0,576004096,61518704,213607,10000.578,0,0,0,1
mutation,275,1,1000559,576004096,0,576004096,61342976,212996,10000.561,0,0,0,1
mutation,276,1,1000561,576004096,0,576004096,61492208,213515,10000.590,0,0,0,1
mutation,277,1,1000563,576004096,0,576004096,61372976,213101,10000.591,0,0,0,1
mutation,278,1,1000565,576004096,0,576004096,61481264,213477,10000.640,0,0,0,1
mutation,279,1,1000567,576004096,0,576004096,61482944,213482,10000.574,0,0,0,1
mutation,280,1,1000569,576004096,0,576004096,61461680,213409,10000.602,0,0,0,1
mutation,281,1,1000571,576004096,0,576004096,61456496,213391,10000.588,0,0,0,1
mutation,282,1,1000573,576004096,0,576004096,61403456,213206,10000.587,0,0,0,1
mutation,283,1,1000575,576004096,0,576004096,61552640,213724,10000.570,0,0,0,1
mutation,284,1,1000577,576004096,0,576004096,61359152,213053,10000.617,0,0,0,1
mutation,285,1,1000579,576004096,0,576004096,61490480,213509,10000.610,0,0,0,1
mutation,286,1,1000581,576004096,0,576004096,61432880,213309,10000.574,0,0,0,1
mutation,287,1,1000583,576004096,0,576004096,61485872,213493,10000.616,0,0,0,1
mutation,288,1,1000585,576004096,0,576004096,61504256,213556,10000.562,0,0,0,1
mutation,289,1,1000587,576004096,0,576004096,61352816,213031,10000.584,0,0,0,1
mutation,290,1,1000589,576004096,0,576004096,61466864,213427,10000.579,0,0,0,1
mutation,291,1,1000591,576004096,0,576004096,61485872,213493,10000.564,0,0,0,1
mutation,292,1,1000593,576004096,0,576004096,61456496,213391,10000.598,0,0,0,1
mutation,293,1,1000595,576004096,0,576004096,61542320,213689,10000.621,0,0,0,1
mutation,294,1,1000597,576004096,0,576004096,61535936,213666,10000.594,0,0,0,1
mutation,295,1,1000599,576004096,0,576004096,61445552,213353,10000.606,0,0,0,1
mutation,296,1,1000601,576004096,0,576004096,61480688,213475,10000.592,0,0,0,1
mutation,297,1,1000603,576004096,0,576004096,61367792,213083,10000.616,0,0,0,1
mutation,298,1,1000605,576004096,0,576004096,61444400,213349,10000.649,0,0,0,1
mutation,299,1,1000607,576004096,0,576004096,61426544,213287,10000.625,0,0,0,1
mutation,300,1,1000609,576004096,0,576004096,61530224,213647,10000.585,0,0,0,1
mutation,301,1,1000611,576004096,0,576004096,61394816,213176,10000.591,0,0,0,1
mutation,302,1,1000613,576004096,0,576004096,61527920,213639,10000.596,0,0,0,1
mutation,303,1,1000615,576004096,0,576004096,61489856,213506,10000.592,0,0,0,1
mutation,304,1,1000617,576004096,0,576004096,61556672,213738,10000.575,0,0,0,1
mutation,305,1,1000619,576004096,0,576004096,61546880,213704,10000.575,0,0,0,1
mutation,306,1,1000621,576004096,0,576004096,61463408,213415,10000.580,0,0,0,1
mutation,307,1,1000623,576004096,0,576004096,61402880,213204,10000.587,0,0,0,1
mutation,308,1,1000625,576004096,0,576004096,61391360,213164,10000.574,0,0,0,1
mutation,309,1,1000627,576004096,0,576004096,61504256,213556,10000.560,0,0,0,1
mutation,310,1,1000629,576004096,0,576004096,61477232,213463,10000.667,0,0,0,1
mutation,311,1,1000631,576004096,0,576004096,61378736,213121,10000.684,0,0,0,1
mutation,312,1,1000633,576004096,0,576004096,61451312,213373,10000.584,0,0,0,1
mutation,313,1,1000635,576004096,0,576004096,61438016,213326,10000.587,0,0,0,1
mutation,314,1,1000637,576004096,0,576004096,61457648,213395,10000.600,0,0,0,1
mutation,315,1,1000639,576004096,0,576004096,61557872,213743,10000.617,0,0,0,1
mutation,316,1,1000641,576004096,0,576004096,61453040,213379,10000.610,0,0,0,1
mutation,317,1,1000643,576004096,0,576004096,61514096,213591,10000.598,0,0,0,1
mutation,318,1,1000645,576004096,0,576004096,61443200,213344,10000.569,0,0,0,1
mutation,319,1,1000647,576004096,0,576004096,61413872,213243,10000.618,0,0,0,1
