phase,quantum,state,advised_kb,obs_drop_kb,quantum_ran,next_delay_ms,scan,cursor_generation,next_generation,topology_before,topology_after,free_before,free_after,topology_changed,validation_reset,target_rewound,target_in,target_out,validation_in,validation_out,visited_chunks,reached_end
churn,763,Trimming,4096,12,1,0,1,12414,12414,12414,12414,6174,6174,1,1,0,162099200,166363136,0,166205248,85,0
churn,764,Trimming,4096,12,1,0,1,12430,12430,12430,12430,6182,6182,1,1,0,166363136,170627072,0,170465216,87,0
churn,765,Trimming,4096,12,1,0,1,12446,12446,12446,12446,6190,6190,1,1,0,170627072,174891008,0,174725184,89,0
churn,766,Trimming,4096,12,1,0,1,12462,12462,12462,12462,6198,6198,1,1,0,174891008,179154944,0,178985152,91,0
churn,767,Trimming,4096,12,1,0,1,12478,12478,12478,12478,6206,6206,1,1,0,179154944,183418880,0,183245120,93,0
churn,768,Trimming,4096,12,1,0,1,12494,12494,12494,12494,6214,6214,1,1,0,183418880,187682816,0,187505088,95,0
churn,769,Trimming,4096,12,1,0,1,12510,12510,12510,12510,6222,6222,1,1,0,187682816,191946752,0,191765056,97,0
churn,770,Trimming,4096,12,1,0,1,12526,12526,12526,12526,6230,6230,1,1,0,191946752,196210688,0,196025024,99,0
churn,771,Trimming,4096,12,1,0,1,12542,12542,12542,12542,6238,6238,1,1,0,196210688,200474624,0,200284992,101,0
churn,772,Trimming,4096,12,1,0,1,12558,12558,12558,12558,6246,6246,1,1,0,200474624,204738560,0,204544960,103,0
churn,773,Trimming,4096,12,1,0,1,12574,12574,12574,12574,6254,6254,1,1,0,204738560,209002496,0,208804928,105,0
churn,774,Trimming,4096,12,1,0,1,12590,12590,12590,12590,6262,6262,1,1,0,209002496,213266432,0,213064896,107,0
churn,775,Trimming,4096,12,1,0,1,12606,12606,12606,12606,6270,6270,1,1,0,213266432,217530368,0,217324864,109,0
churn,776,Trimming,4096,12,1,0,1,12622,12622,12622,12622,6278,6278,1,1,0,217530368,221794304,0,221584832,111,0
churn,777,Trimming,4096,12,1,0,1,12638,12638,12638,12638,6286,6286,1,1,0,221794304,226058240,0,225844800,113,0
churn,778,Trimming,4096,12,1,0,1,12654,12654,12654,12654,6294,6294,1,1,0,226058240,230322176,0,230104768,115,0
churn,779,Trimming,4096,16,1,0,1,12670,12670,12670,12670,6302,6302,1,1,0,230322176,234586112,0,234364736,117,0
churn,780,Trimming,4096,16,1,0,1,12686,12686,12686,12686,6310,6310,1,1,0,234586112,238850048,0,238624704,119,0
churn,781,Trimming,4096,12,1,0,1,12702,12702,12702,12702,6318,6318,1,1,0,238850048,243113984,0,242884672,121,0
churn,782,Trimming,4096,12,1,0,1,12718,12718,12718,12718,6326,6326,1,1,0,243113984,247377920,0,247144640,123,0
churn,783,Trimming,4096,12,1,0,1,12734,12734,12734,12734,6334,6334,1,1,0,247377920,251641856,0,251404608,125,0
churn,784,Trimming,4096,12,1,0,1,12750,12750,12750,12750,6342,6342,1,1,0,251641856,255905792,0,255664576,127,0
churn,785,Trimming,4096,12,1,0,1,12766,12766,12766,12766,6350,6350,1,1,0,255905792,260169728,0,259924544,129,0
churn,786,Trimming,4096,12,1,0,1,12782,12782,12782,12782,6358,6358,1,1,0,260169728,264433664,0,264184512,131,0
churn,787,Trimming,4096,0,1,0,1,12798,12798,12798,12798,6366,6366,1,1,0,264433664,268697600,0,268444480,133,0
churn,788,Trimming,4096,0,1,0,1,12814,12814,12814,12814,6374,6374,1,1,0,268697600,272891904,0,268444480,133,0
churn,789,Trimming,4096,0,1,0,1,12830,12830,12830,12830,6382,6382,1,1,0,272891904,277086208,0,268444480,133,0
churn,790,Trimming,4096,0,1,0,1,12846,12846,12846,12846,6390,6390,1,1,0,277086208,281280512,0,268444480,133,0
churn,791,Trimming,4096,0,1,0,1,12862,12862,12862,12862,6398,6398,1,1,0,281280512,285474816,0,268444480,133,0
churn,792,Trimming,4096,0,1,0,1,12878,12878,12878,12878,6406,6406,1,1,0,285474816,289669120,0,268444480,133,0
churn,793,Trimming,4096,0,1,0,1,12894,12894,12894,12894,6414,6414,1,1,0,289669120,293863424,0,268444480,133,0
churn,794,Trimming,4096,0,1,0,1,12910,12910,12910,12910,6422,6422,1,1,0,293863424,298057728,0,268444480,133,0
churn,795,Trimming,4096,0,1,0,1,12926,12926,12926,12926,6430,6430,1,1,0,298057728,302252032,0,268444480,133,0
churn,796,Trimming,4096,0,1,0,1,12942,12942,12942,12942,6438,6438,1,1,0,302252032,306446336,0,268444480,133,0
churn,797,Trimming,4096,0,1,0,1,12958,12958,12958,12958,6446,6446,1,1,0,306446336,310640640,0,268444480,133,0
churn,798,Trimming,4096,0,1,0,1,12974,12974,12974,12974,6454,6454,1,1,0,310640640,314834944,0,268444480,133,0
churn,799,Trimming,4096,0,1,0,1,12990,12990,12990,12990,6462,6462,1,1,0,314834944,319029248,0,268444480,133,0
churn,800,Trimming,4096,0,1,0,1,13006,13006,13006,13006,6470,6470,1,1,0,319029248,323223552,0,268444480,133,0
churn,801,Trimming,4096,0,1,0,1,13022,13022,13022,13022,6478,6478,1,1,0,323223552,327417856,0,268444480,133,0
churn,802,Trimming,4096,0,1,0,1,13038,13038,13038,13038,6486,6486,1,1,0,327417856,331612160,0,268444480,133,0
churn,803,Trimming,4096,0,1,0,1,13054,13054,13054,13054,6494,6494,1,1,0,331612160,335806464,0,268444480,133,0
churn,804,Trimming,4096,0,1,0,1,13070,13070,13070,13070,6502,6502,1,1,0,335806464,340000768,0,268444480,133,0
churn,805,Trimming,4096,0,1,0,1,13086,13086,13086,13086,6510,6510,1,1,0,340000768,344195072,0,268444480,133,0
churn,806,Trimming,4096,0,1,0,1,13102,13102,13102,13102,6518,6518,1,1,0,344195072,348389376,0,268444480,133,0
churn,807,Trimming,4096,0,1,0,1,13118,13118,13118,13118,6526,6526,1,1,0,348389376,352583680,0,268444480,133,0
churn,808,Trimming,4096,0,1,0,1,13134,13134,13134,13134,6534,6534,1,1,0,352583680,356777984,0,268444480,133,0
churn,809,Trimming,4096,0,1,0,1,13150,13150,13150,13150,6542,6542,1,1,0,356777984,360972288,0,268444480,133,0
churn,810,Trimming,4096,0,1,0,1,13166,13166,13166,13166,6550,6550,1,1,0,360972288,365166592,0,268444480,133,0
churn,811,Trimming,4096,0,1,0,1,13182,13182,13182,13182,6558,6558,1,1,0,365166592,369360896,0,268444480,133,0
churn,812,Trimming,4096,0,1,0,1,13198,13198,13198,13198,6566,6566,1,1,0,369360896,373555200,0,268444480,133,0
churn,813,Trimming,4096,0,1,0,1,13214,13214,13214,13214,6574,6574,1,1,0,373555200,377749504,0,268444480,133,0
churn,814,Trimming,4096,0,1,0,1,13230,13230,13230,13230,6582,6582,1,1,0,377749504,381943808,0,268444480,133,0
churn,815,Trimming,4096,0,1,0,1,13246,13246,13246,13246,6590,6590,1,1,0,381943808,386138112,0,268444480,133,0
churn,816,Trimming,4096,0,1,0,1,13262,13262,13262,13262,6598,6598,1,1,0,386138112,390332416,0,268444480,133,0
churn,817,Trimming,4096,0,1,0,1,13278,13278,13278,13278,6606,6606,1,1,0,390332416,394526720,0,268444480,133,0
churn,818,Trimming,4096,0,1,0,1,13294,13294,13294,13294,6614,6614,1,1,0,394526720,398721024,0,268444480,133,0
churn,819,Trimming,4096,0,1,0,1,13310,13310,13310,13310,6622,6622,1,1,0,398721024,402915328,0,268444480,133,0
churn,820,Trimming,4096,0,1,0,1,13326,13326,13326,13326,6630,6630,1,1,0,402915328,407109632,0,268444480,133,0
churn,821,Trimming,4096,0,1,0,1,13342,13342,13342,13342,6638,6638,1,1,0,407109632,411303936,0,268444480,133,0
churn,822,Trimming,4096,0,1,0,1,13358,13358,13358,13358,6646,6646,1,1,0,411303936,415498240,0,268444480,133,0
churn,823,Trimming,4096,0,1,0,1,13374,13374,13374,13374,6654,6654,1,1,0,415498240,419692544,0,268444480,133,0
churn,824,Trimming,4096,0,1,0,1,13390,13390,13390,13390,6662,6662,1,1,0,419692544,423886848,0,268444480,133,0
churn,825,Trimming,4096,0,1,0,1,13406,13406,13406,13406,6670,6670,1,1,0,423886848,428081152,0,268444480,133,0
churn,826,Trimming,4096,0,1,0,1,13422,13422,13422,13422,6678,6678,1,1,0,428081152,432275456,0,268444480,133,0
churn,827,Trimming,4096,0,1,0,1,13438,13438,13438,13438,6686,6686,1,1,0,432275456,436469760,0,268444480,133,0
churn,828,Trimming,4096,0,1,0,1,13454,13454,13454,13454,6694,6694,1,1,0,436469760,440664064,0,268444480,133,0
churn,829,Trimming,4096,0,1,0,1,13470,13470,13470,13470,6702,6702,1,1,0,440664064,444858368,0,268444480,133,0
churn,830,Trimming,4096,0,1,0,1,13486,13486,13486,13486,6710,6710,1,1,0,444858368,449052672,0,268444480,133,0
churn,831,Trimming,4096,0,1,0,1,13502,13502,13502,13502,6718,6718,1,1,0,449052672,453246976,0,268444480,133,0
churn,832,Trimming,4096,0,1,0,1,13518,13518,13518,13518,6726,6726,1,1,0,453246976,457441280,0,268444480,133,0
churn,833,Trimming,4096,0,1,0,1,13534,13534,13534,13534,6734,6734,1,1,0,457441280,461635584,0,268444480,133,0
churn,834,Trimming,4096,0,1,0,1,13550,13550,13550,13550,6742,6742,1,1,0,461635584,465829888,0,268444480,133,0
churn,835,Trimming,4096,0,1,0,1,13566,13566,13566,13566,6750,6750,1,1,0,465829888,470024192,0,268444480,133,0
churn,836,Trimming,4096,0,1,0,1,13582,13582,13582,13582,6758,6758,1,1,0,470024192,474218496,0,268444480,133,0
churn,837,Trimming,4096,0,1,0,1,13598,13598,13598,13598,6766,6766,1,1,0,474218496,478412800,0,268444480,133,0
churn,838,Trimming,4096,0,1,0,1,13614,13614,13614,13614,6774,6774,1,1,0,478412800,482607104,0,268444480,133,0
churn,839,Trimming,4096,0,1,0,1,13630,13630,13630,13630,6782,6782,1,1,0,482607104,486801408,0,268444480,133,0
churn,840,Trimming,4096,0,1,0,1,13646,13646,13646,13646,6790,6790,1,1,0,486801408,490995712,0,268444480,133,0
churn,841,Trimming,4096,0,1,0,1,13662,13662,13662,13662,6798,6798,1,1,0,490995712,495190016,0,268444480,133,0
churn,842,Trimming,4096,0,1,0,1,13678,13678,13678,13678,6806,6806,1,1,0,495190016,499384320,0,268444480,133,0
churn,843,Trimming,4096,0,1,0,1,13694,13694,13694,13694,6814,6814,1,1,0,499384320,503578624,0,268444480,133,0
churn,844,Trimming,4096,0,1,0,1,13710,13710,13710,13710,6822,6822,1,1,0,503578624,507772928,0,268444480,133,0
churn,845,Trimming,4096,0,1,0,1,13726,13726,13726,13726,6830,6830,1,1,0,507772928,511967232,0,268444480,133,0
churn,846,Trimming,4096,0,1,0,1,13742,13742,13742,13742,6838,6838,1,1,0,511967232,516161536,0,268444480,133,0
churn,847,Trimming,4096,0,1,0,1,13758,13758,13758,13758,6846,6846,1,1,0,516161536,520355840,0,268444480,133,0
churn,848,Trimming,4096,0,1,0,1,13774,13774,13774,13774,6854,6854,1,1,0,520355840,524550144,0,268444480,133,0
churn,849,Trimming,4096,0,1,0,1,13790,13790,13790,13790,6862,6862,1,1,0,524550144,528744448,0,268444480,133,0
churn,850,Trimming,4096,0,1,0,1,13806,13806,13806,13806,6870,6870,1,1,0,528744448,532938752,0,268444480,133,0
churn,851,Trimming,4096,0,1,0,1,13822,13822,13822,13822,6878,6878,1,1,0,532938752,537133056,0,268444480,133,0
churn,852,Trimming,4096,0,1,0,1,13838,13838,13838,13838,6886,6886,1,1,0,537133056,541327360,0,268444480,133,0
churn,853,Trimming,4096,0,1,0,1,13854,13854,13854,13854,6894,6894,1,1,0,541327360,545521664,0,268444480,133,0
churn,854,Trimming,4096,0,1,0,1,13870,13870,13870,13870,6902,6902,1,1,0,545521664,549715968,0,268444480,133,0
churn,855,Trimming,4096,0,1,0,1,13886,13886,13886,13886,6910,6910,1,1,0,549715968,553910272,0,268444480,133,0
churn,856,Trimming,4096,0,1,0,1,13902,13902,13902,13902,6918,6918,1,1,0,553910272,558104576,0,268444480,133,0
churn,857,Trimming,4096,0,1,0,1,13918,13918,13918,13918,6926,6926,1,1,0,558104576,562298880,0,268444480,133,0
churn,858,Trimming,4096,0,1,0,1,13934,13934,13934,13934,6934,6934,1,1,0,562298880,566493184,0,268444480,133,0
churn,859,Trimming,4096,0,1,0,1,13950,13950,13950,13950,6942,6942,1,1,0,566493184,570687488,0,268444480,133,0
churn,860,Trimming,4096,0,1,0,1,13966,13966,13966,13966,6950,6950,1,1,0,570687488,574881792,0,268444480,133,0
churn,861,Trimming,4096,0,1,0,1,13982,13982,13982,13982,6958,6958,1,1,0,574881792,579076096,0,268444480,133,0
churn,862,Trimming,4096,0,1,0,1,13998,13998,13998,13998,6966,6966,1,1,0,579076096,583270400,0,268444480,133,0
churn,863,Trimming,4096,0,1,0,1,14014,14014,14014,14014,6974,6974,1,1,0,583270400,587464704,0,268444480,133,0
churn,864,Trimming,4096,0,1,0,1,14030,14030,14030,14030,6982,6982,1,1,0,587464704,591659008,0,268444480,133,0
churn,865,Trimming,4096,0,1,0,1,14046,14046,14046,14046,6990,6990,1,1,0,591659008,595853312,0,268444480,133,0
churn,866,Trimming,4096,0,1,0,1,14062,14062,14062,14062,6998,6998,1,1,0,595853312,600047616,0,268444480,133,0
churn,867,Trimming,4096,0,1,0,1,14078,14078,14078,14078,7006,7006,1,1,0,600047616,604241920,0,268444480,133,0
churn,868,Trimming,4096,0,1,0,1,14094,14094,14094,14094,7014,7014,1,1,0,604241920,608436224,0,268444480,133,0
churn,869,Trimming,3836,0,1,0,1,14110,14110,14110,14110,7022,7022,1,1,0,608436224,612368304,0,612368304,133,1
churn,870,Trimming,4096,16,1,0,1,14126,14126,14126,14126,7030,7030,1,1,1,0,4333568,0,4326464,5,0
churn,871,Trimming,4096,16,1,0,1,14142,14142,14142,14142,7038,7038,1,1,0,4333568,8597504,0,8586432,7,0
churn,872,Trimming,4096,16,1,0,1,14158,14158,14158,14158,7046,7046,1,1,0,8597504,12861440,0,12846400,9,0
churn,873,Trimming,4096,12,1,0,1,14174,14174,14174,14174,7054,7054,1,1,0,12861440,17125376,0,17106368,11,0
churn,874,Trimming,4096,12,1,0,1,14190,14190,14190,14190,7062,7062,1,1,0,17125376,21389312,0,21366336,13,0
churn,875,Trimming,4096,12,1,0,1,14206,14206,14206,14206,7070,7070,1,1,0,21389312,25653248,0,25626304,15,0
churn,876,Trimming,4096,12,1,0,1,14222,14222,14222,14222,7078,7078,1,1,0,25653248,29917184,0,29886272,17,0
churn,877,Trimming,4096,12,1,0,1,14238,14238,14238,14238,7086,7086,1,1,0,29917184,34181120,0,34146240,19,0
churn,878,Trimming,4096,12,1,0,1,14254,14254,14254,14254,7094,7094,1,1,0,34181120,38445056,0,38406208,21,0
churn,879,Trimming,4096,12,1,0,1,14270,14270,14270,14270,7102,7102,1,1,0,38445056,42708992,0,42666176,23,0
churn,880,Trimming,4096,12,1,0,1,14286,14286,14286,14286,7110,7110,1,1,0,42708992,46972928,0,46926144,25,0
churn,881,Trimming,4096,12,1,0,1,14302,14302,14302,14302,7118,7118,1,1,0,46972928,51236864,0,51186112,27,0
churn,882,Trimming,4096,12,1,0,1,14318,14318,14318,14318,7126,7126,1,1,0,51236864,55500800,0,55446080,33,0
churn,883,Trimming,4096,12,1,0,1,14334,14334,14334,14334,7134,7134,1,1,0,55500800,59764736,0,59706048,35,0
churn,884,Trimming,4096,12,1,0,1,14350,14350,14350,14350,7142,7142,1,1,0,59764736,64028672,0,63966016,37,0
churn,885,Trimming,4096,12,1,0,1,14366,14366,14366,14366,7150,7150,1,1,0,64028672,68292608,0,68225984,39,0
churn,886,Trimming,4096,12,1,0,1,14382,14382,14382,14382,7158,7158,1,1,0,68292608,72556544,0,72485952,41,0
churn,887,Trimming,4096,12,1,0,1,14398,14398,14398,14398,7166,7166,1,1,0,72556544,76820480,0,76745920,43,0
churn,888,Trimming,4096,12,1,0,1,14414,14414,14414,14414,7174,7174,1,1,0,76820480,81084416,0,81005888,45,0
churn,889,Trimming,4096,12,1,0,1,14430,14430,14430,14430,7182,7182,1,1,0,81084416,85348352,0,85265856,47,0
churn,890,Trimming,4096,12,1,0,1,14446,14446,14446,14446,7190,7190,1,1,0,85348352,89612288,0,89525824,49,0
churn,891,Trimming,4096,12,1,0,1,14462,14462,14462,14462,7198,7198,1,1,0,89612288,93876224,0,93785792,51,0
churn,892,Trimming,4096,16,1,0,1,14478,14478,14478,14478,7206,7206,1,1,0,93876224,98140160,0,98045760,53,0
churn,893,Trimming,4096,16,1,0,1,14494,14494,14494,14494,7214,7214,1,1,0,98140160,102404096,0,102305728,55,0
churn,894,Trimming,4096,12,1,0,1,14510,14510,14510,14510,7222,7222,1,1,0,102404096,106668032,0,106565696,57,0
churn,895,Trimming,4096,12,1,0,1,14526,14526,14526,14526,7230,7230,1,1,0,106668032,110931968,0,110825664,59,0
churn,896,Trimming,4096,12,1,0,1,14542,14542,14542,14542,7238,7238,1,1,0,110931968,115195904,0,115085632,61,0
churn,897,Trimming,4096,12,1,0,1,14558,14558,14558,14558,7246,7246,1,1,0,115195904,119459840,0,119345600,63,0
churn,898,Trimming,4096,12,1,0,1,14574,14574,14574,14574,7254,7254,1,1,0,119459840,123723776,0,123605568,65,0
churn,899,Trimming,4096,12,1,0,1,14590,14590,14590,14590,7262,7262,1,1,0,123723776,127987712,0,127865536,67,0
churn,900,Trimming,4096,12,1,0,1,14606,14606,14606,14606,7270,7270,1,1,0,127987712,132251648,0,132125504,69,0
churn,901,Trimming,4096,12,1,0,1,14622,14622,14622,14622,7278,7278,1,1,0,132251648,136515584,0,136385472,71,0
churn,902,Trimming,4096,12,1,0,1,14638,14638,14638,14638,7286,7286,1,1,0,136515584,140779520,0,140645440,73,0
churn,903,Trimming,4096,12,1,0,1,14654,14654,14654,14654,7294,7294,1,1,0,140779520,145043456,0,144905408,75,0
churn,904,Trimming,4096,12,1,0,1,14670,14670,14670,14670,7302,7302,1,1,0,145043456,149307392,0,149165376,77,0
churn,905,Trimming,4096,12,1,0,1,14686,14686,14686,14686,7310,7310,1,1,0,149307392,153571328,0,153425344,79,0
churn,906,Trimming,4096,12,1,0,1,14702,14702,14702,14702,7318,7318,1,1,0,153571328,157835264,0,157685312,81,0
churn,907,Trimming,4096,12,1,0,1,14718,14718,14718,14718,7326,7326,1,1,0,157835264,162099200,0,161945280,83,0
churn,908,Trimming,4096,12,1,0,1,14734,14734,14734,14734,7334,7334,1,1,0,162099200,166363136,0,166205248,85,0
churn,909,Trimming,4096,12,1,0,1,14750,14750,14750,14750,7342,7342,1,1,0,166363136,170627072,0,170465216,87,0
churn,910,Trimming,4096,12,1,0,1,14766,14766,14766,14766,7350,7350,1,1,0,170627072,174891008,0,174725184,89,0
churn,911,Trimming,4096,12,1,0,1,14782,14782,14782,14782,7358,7358,1,1,0,174891008,179154944,0,178985152,91,0
churn,912,Trimming,4096,12,1,0,1,14798,14798,14798,14798,7366,7366,1,1,0,179154944,183418880,0,183245120,93,0
churn,913,Trimming,4096,12,1,0,1,14814,14814,14814,14814,7374,7374,1,1,0,183418880,187682816,0,187505088,95,0
churn,914,Trimming,4096,12,1,0,1,14830,14830,14830,14830,7382,7382,1,1,0,187682816,191946752,0,191765056,97,0
churn,915,Trimming,4096,12,1,0,1,14846,14846,14846,14846,7390,7390,1,1,0,191946752,196210688,0,196025024,99,0
churn,916,Trimming,4096,12,1,0,1,14862,14862,14862,14862,7398,7398,1,1,0,196210688,200474624,0,200284992,101,0
churn,917,Trimming,4096,12,1,0,1,14878,14878,14878,14878,7406,7406,1,1,0,200474624,204738560,0,204544960,103,0
churn,918,Trimming,4096,12,1,0,1,14894,14894,14894,14894,7414,7414,1,1,0,204738560,209002496,0,208804928,105,0
churn,919,Trimming,4096,12,1,0,1,14910,14910,14910,14910,7422,7422,1,1,0,209002496,213266432,0,213064896,107,0
churn,920,Trimming,4096,12,1,0,1,14926,14926,14926,14926,7430,7430,1,1,0,213266432,217530368,0,217324864,109,0
churn,921,Trimming,4096,12,1,0,1,14942,14942,14942,14942,7438,7438,1,1,0,217530368,221794304,0,221584832,111,0
churn,922,Trimming,4096,12,1,0,1,14958,14958,14958,14958,7446,7446,1,1,0,221794304,226058240,0,225844800,113,0
churn,923,Trimming,4096,12,1,0,1,14974,14974,14974,14974,7454,7454,1,1,0,226058240,230322176,0,230104768,115,0
churn,924,Trimming,4096,16,1,0,1,14990,14990,14990,14990,7462,7462,1,1,0,230322176,234586112,0,234364736,117,0
churn,925,Trimming,4096,16,1,0,1,15006,15006,15006,15006,7470,7470,1,1,0,234586112,238850048,0,238624704,119,0
churn,926,Trimming,4096,12,1,0,1,15022,15022,15022,15022,7478,7478,1,1,0,238850048,243113984,0,242884672,121,0
churn,927,Trimming,4096,12,1,0,1,15038,15038,15038,15038,7486,7486,1,1,0,243113984,247377920,0,247144640,123,0
churn,928,Trimming,4096,12,1,0,1,15054,15054,15054,15054,7494,7494,1,1,0,247377920,251641856,0,251404608,125,0
churn,929,Trimming,4096,12,1,0,1,15070,15070,15070,15070,7502,7502,1,1,0,251641856,255905792,0,255664576,127,0
churn,930,Trimming,4096,12,1,0,1,15086,15086,15086,15086,7510,7510,1,1,0,255905792,260169728,0,259924544,129,0
churn,931,Trimming,4096,12,1,0,1,15102,15102,15102,15102,7518,7518,1,1,0,260169728,264433664,0,264184512,131,0
churn,932,Trimming,4096,0,1,0,1,15118,15118,15118,15118,7526,7526,1,1,0,264433664,268697600,0,268444480,133,0
churn,933,Trimming,4096,0,1,0,1,15134,15134,15134,15134,7534,7534,1,1,0,268697600,272891904,0,268444480,133,0
churn,934,Trimming,4096,0,1,0,1,15150,15150,15150,15150,7542,7542,1,1,0,272891904,277086208,0,268444480,133,0
churn,935,Trimming,4096,0,1,0,1,15166,15166,15166,15166,7550,7550,1,1,0,277086208,281280512,0,268444480,133,0
churn,936,Trimming,4096,0,1,0,1,15182,15182,15182,15182,7558,7558,1,1,0,281280512,285474816,0,268444480,133,0
churn,937,Trimming,4096,0,1,0,1,15198,15198,15198,15198,7566,7566,1,1,0,285474816,289669120,0,268444480,133,0
churn,938,Trimming,4096,0,1,0,1,15214,15214,15214,15214,7574,7574,1,1,0,289669120,293863424,0,268444480,133,0
churn,939,Trimming,4096,0,1,0,1,15230,15230,15230,15230,7582,7582,1,1,0,293863424,298057728,0,268444480,133,0
churn,940,Trimming,4096,0,1,0,1,15246,15246,15246,15246,7590,7590,1,1,0,298057728,302252032,0,268444480,133,0
churn,941,Trimming,4096,0,1,0,1,15262,15262,15262,15262,7598,7598,1,1,0,302252032,306446336,0,268444480,133,0
churn,942,Trimming,4096,0,1,0,1,15278,15278,15278,15278,7606,7606,1,1,0,306446336,310640640,0,268444480,133,0
churn,943,Trimming,4096,0,1,0,1,15294,15294,15294,15294,7614,7614,1,1,0,310640640,314834944,0,268444480,133,0
churn,944,Trimming,4096,0,1,0,1,15310,15310,15310,15310,7622,7622,1,1,0,314834944,319029248,0,268444480,133,0
churn,945,Trimming,4096,0,1,0,1,15326,15326,15326,15326,7630,7630,1,1,0,319029248,323223552,0,268444480,133,0
churn,946,Trimming,4096,0,1,0,1,15342,15342,15342,15342,7638,7638,1,1,0,323223552,327417856,0,268444480,133,0
churn,947,Trimming,4096,0,1,0,1,15358,15358,15358,15358,7646,7646,1,1,0,327417856,331612160,0,268444480,133,0
churn,948,Trimming,4096,0,1,0,1,15374,15374,15374,15374,7654,7654,1,1,0,331612160,335806464,0,268444480,133,0
churn,949,Trimming,4096,0,1,0,1,15390,15390,15390,15390,7662,7662,1,1,0,335806464,340000768,0,268444480,133,0
churn,950,Trimming,4096,0,1,0,1,15406,15406,15406,15406,7670,7670,1,1,0,340000768,344195072,0,268444480,133,0
churn,951,Trimming,4096,0,1,0,1,15422,15422,15422,15422,7678,7678,1,1,0,344195072,348389376,0,268444480,133,0
churn,952,Trimming,4096,0,1,0,1,15438,15438,15438,15438,7686,7686,1,1,0,348389376,352583680,0,268444480,133,0
churn,953,Trimming,4096,0,1,0,1,15454,15454,15454,15454,7694,7694,1,1,0,352583680,356777984,0,268444480,133,0
churn,954,Trimming,4096,0,1,0,1,15470,15470,15470,15470,7702,7702,1,1,0,356777984,360972288,0,268444480,133,0
churn,955,Trimming,4096,0,1,0,1,15486,15486,15486,15486,7710,7710,1,1,0,360972288,365166592,0,268444480,133,0
churn,956,Trimming,4096,0,1,0,1,15502,15502,15502,15502,7718,7718,1,1,0,365166592,369360896,0,268444480,133,0
churn,957,Trimming,4096,0,1,0,1,15518,15518,15518,15518,7726,7726,1,1,0,369360896,373555200,0,268444480,133,0
churn,958,Trimming,4096,0,1,0,1,15534,15534,15534,15534,7734,7734,1,1,0,373555200,377749504,0,268444480,133,0
churn,959,Trimming,4096,0,1,0,1,15550,15550,15550,15550,7742,7742,1,1,0,377749504,381943808,0,268444480,133,0
churn,960,Trimming,4096,0,1,0,1,15566,15566,15566,15566,7750,7750,1,1,0,381943808,386138112,0,268444480,133,0
churn,961,Trimming,4096,0,1,0,1,15582,15582,15582,15582,7758,7758,1,1,0,386138112,390332416,0,268444480,133,0
churn,962,Trimming,4096,0,1,0,1,15598,15598,15598,15598,7766,7766,1,1,0,390332416,394526720,0,268444480,133,0
churn,963,Trimming,4096,0,1,0,1,15614,15614,15614,15614,7774,7774,1,1,0,394526720,398721024,0,268444480,133,0
churn,964,Trimming,4096,0,1,0,1,15630,15630,15630,15630,7782,7782,1,1,0,398721024,402915328,0,268444480,133,0
churn,965,Trimming,4096,0,1,0,1,15646,15646,15646,15646,7790,7790,1,1,0,402915328,407109632,0,268444480,133,0
churn,966,Trimming,4096,0,1,0,1,15662,15662,15662,15662,7798,7798,1,1,0,407109632,411303936,0,268444480,133,0
churn,967,Trimming,4096,0,1,0,1,15678,15678,15678,15678,7806,7806,1,1,0,411303936,415498240,0,268444480,133,0
churn,968,Trimming,4096,0,1,0,1,15694,15694,15694,15694,7814,7814,1,1,0,415498240,419692544,0,268444480,133,0
churn,969,Trimming,4096,0,1,0,1,15710,15710,15710,15710,7822,7822,1,1,0,419692544,423886848,0,268444480,133,0
churn,970,Trimming,4096,0,1,0,1,15726,15726,15726,15726,7830,7830,1,1,0,423886848,428081152,0,268444480,133,0
churn,971,Trimming,4096,0,1,0,1,15742,15742,15742,15742,7838,7838,1,1,0,428081152,432275456,0,268444480,133,0
churn,972,Trimming,4096,0,1,0,1,15758,15758,15758,15758,7846,7846,1,1,0,432275456,436469760,0,268444480,133,0
churn,973,Trimming,4096,0,1,0,1,15774,15774,15774,15774,7854,7854,1,1,0,436469760,440664064,0,268444480,133,0
churn,974,Trimming,4096,0,1,0,1,15790,15790,15790,15790,7862,7862,1,1,0,440664064,444858368,0,268444480,133,0
churn,975,Trimming,4096,0,1,0,1,15806,15806,15806,15806,7870,7870,1,1,0,444858368,449052672,0,268444480,133,0
churn,976,Trimming,4096,0,1,0,1,15822,15822,15822,15822,7878,7878,1,1,0,449052672,453246976,0,268444480,133,0
churn,977,Trimming,4096,0,1,0,1,15838,15838,15838,15838,7886,7886,1,1,0,453246976,457441280,0,268444480,133,0
churn,978,Trimming,4096,0,1,0,1,15854,15854,15854,15854,7894,7894,1,1,0,457441280,461635584,0,268444480,133,0
churn,979,Trimming,4096,0,1,0,1,15870,15870,15870,15870,7902,7902,1,1,0,461635584,465829888,0,268444480,133,0
churn,980,Trimming,4096,0,1,0,1,15886,15886,15886,15886,7910,7910,1,1,0,465829888,470024192,0,268444480,133,0
churn,981,Trimming,4096,0,1,0,1,15902,15902,15902,15902,7918,7918,1,1,0,470024192,474218496,0,268444480,133,0
churn,982,Trimming,4096,0,1,0,1,15918,15918,15918,15918,7926,7926,1,1,0,474218496,478412800,0,268444480,133,0
