phase,quantum,state,advised_kb,obs_drop_kb,quantum_ran,next_delay_ms,scan,cursor_generation,next_generation,topology_before,topology_after,free_before,free_after,topology_changed,validation_reset,target_rewound,target_in,target_out,validation_in,validation_out,visited_chunks,reached_end
churn,0,Trimming,4096,4096,1,0,1,206,206,206,206,70,70,0,0,0,0,4341760,0,4326464,9,0
churn,1,Trimming,4096,4096,1,0,1,222,222,222,222,78,78,1,1,0,4341760,8605696,0,8586432,11,0
churn,2,Trimming,4096,4096,1,0,1,238,238,238,238,86,86,1,1,0,8605696,12869632,0,12846400,13,0
churn,3,Trimming,4096,4096,1,0,1,254,254,254,254,94,94,1,1,0,12869632,17133568,0,17106368,15,0
churn,4,Trimming,4096,4096,1,0,1,270,270,270,270,102,102,1,1,0,17133568,21397504,0,21366336,17,0
churn,5,Trimming,4096,4096,1,0,1,286,286,286,286,110,110,1,1,0,21397504,25661440,0,25626304,19,0
churn,6,Trimming,4096,4096,1,0,1,302,302,302,302,118,118,1,1,0,25661440,29925376,0,29886272,21,0
churn,7,Trimming,4096,4096,1,0,1,318,318,318,318,126,126,1,1,0,29925376,34189312,0,34146240,23,0
churn,8,Trimming,4096,4096,1,0,1,334,334,334,334,134,134,1,1,0,34189312,38453248,0,38406208,25,0
churn,9,Trimming,4096,4096,1,0,1,350,350,350,350,142,142,1,1,0,38453248,42717184,0,42666176,27,0
churn,10,Trimming,4096,4096,1,0,1,366,366,366,366,150,150,1,1,0,42717184,46981120,0,46926144,29,0
churn,11,Trimming,4096,4096,1,0,1,382,382,382,382,158,158,1,1,0,46981120,51245056,0,51186112,31,0
churn,12,Trimming,4096,4096,1,0,1,398,398,398,398,166,166,1,1,0,51245056,55508992,0,55446080,33,0
churn,13,Trimming,4096,4096,1,0,1,414,414,414,414,174,174,1,1,0,55508992,59772928,0,59706048,35,0
churn,14,Trimming,4096,4096,1,0,1,430,430,430,430,182,182,1,1,0,59772928,64036864,0,63966016,37,0
churn,15,Trimming,4096,4096,1,0,1,446,446,446,446,190,190,1,1,0,64036864,68300800,0,68225984,39,0
churn,16,Trimming,4096,4096,1,0,1,462,462,462,462,198,198,1,1,0,68300800,72564736,0,72485952,41,0
churn,17,Trimming,4096,4096,1,0,1,478,478,478,478,206,206,1,1,0,72564736,76828672,0,76745920,43,0
churn,18,Trimming,4096,4096,1,0,1,494,494,494,494,214,214,1,1,0,76828672,81092608,0,81005888,45,0
churn,19,Trimming,4096,4096,1,0,1,510,510,510,510,222,222,1,1,0,81092608,85356544,0,85265856,47,0
churn,20,Trimming,4096,4096,1,0,1,526,526,526,526,230,230,1,1,0,85356544,89620480,0,89525824,49,0
churn,21,Trimming,4096,4096,1,0,1,542,542,542,542,238,238,1,1,0,89620480,93884416,0,93785792,51,0
churn,22,Trimming,4096,4096,1,0,1,558,558,558,558,246,246,1,1,0,93884416,98148352,0,98045760,53,0
churn,23,Trimming,4096,4096,1,0,1,574,574,574,574,254,254,1,1,0,98148352,102412288,0,102305728,55,0
churn,24,Trimming,4096,4096,1,0,1,590,590,590,590,262,262,1,1,0,102412288,106676224,0,106565696,57,0
churn,25,Trimming,4096,4096,1,0,1,606,606,606,606,270,270,1,1,0,106676224,110940160,0,110825664,59,0
churn,26,Trimming,4096,4096,1,0,1,622,622,622,622,278,278,1,1,0,110940160,115204096,0,115085632,61,0
churn,27,Trimming,4096,4096,1,0,1,638,638,638,638,286,286,1,1,0,115204096,119468032,0,119345600,63,0
churn,28,Trimming,4096,4096,1,0,1,654,654,654,654,294,294,1,1,0,119468032,123731968,0,123605568,65,0
churn,29,Trimming,4096,4096,1,0,1,670,670,670,670,302,302,1,1,0,123731968,127995904,0,127865536,67,0
churn,30,Trimming,4096,4096,1,0,1,686,686,686,686,310,310,1,1,0,127995904,132259840,0,132125504,69,0
churn,31,Trimming,4096,4096,1,0,1,702,702,702,702,318,318,1,1,0,132259840,136523776,0,136385472,71,0
churn,32,Trimming,4096,4096,1,0,1,718,718,718,718,326,326,1,1,0,136523776,140787712,0,140645440,73,0
churn,33,Trimming,4096,4096,1,0,1,734,734,734,734,334,334,1,1,0,140787712,145051648,0,144905408,75,0
churn,34,Trimming,4096,4096,1,0,1,750,750,750,750,342,342,1,1,0,145051648,149315584,0,149165376,77,0
churn,35,Trimming,4096,4096,1,0,1,766,766,766,766,350,350,1,1,0,149315584,153579520,0,153425344,79,0
churn,36,Trimming,4096,4096,1,0,1,782,782,782,782,358,358,1,1,0,153579520,157843456,0,157685312,81,0
churn,37,Trimming,4096,4096,1,0,1,798,798,798,798,366,366,1,1,0,157843456,162107392,0,161945280,83,0
churn,38,Trimming,4096,4096,1,0,1,814,814,814,814,374,374,1,1,0,162107392,166371328,0,166205248,85,0
churn,39,Trimming,4096,4096,1,0,1,830,830,830,830,382,382,1,1,0,166371328,170635264,0,170465216,87,0
churn,40,Trimming,4096,4096,1,0,1,846,846,846,846,390,390,1,1,0,170635264,174899200,0,174725184,89,0
churn,41,Trimming,4096,4096,1,0,1,862,862,862,862,398,398,1,1,0,174899200,179163136,0,178985152,91,0
churn,42,Trimming,4096,4096,1,0,1,878,878,878,878,406,406,1,1,0,179163136,183427072,0,183245120,93,0
churn,43,Trimming,4096,4096,1,0,1,894,894,894,894,414,414,1,1,0,183427072,187691008,0,187505088,95,0
churn,44,Trimming,4096,4096,1,0,1,910,910,910,910,422,422,1,1,0,187691008,191954944,0,191765056,97,0
churn,45,Trimming,4096,4096,1,0,1,926,926,926,926,430,430,1,1,0,191954944,196218880,0,196025024,99,0
churn,46,Trimming,4096,4096,1,0,1,942,942,942,942,438,438,1,1,0,196218880,200482816,0,200284992,101,0
churn,47,Trimming,4096,4096,1,0,1,958,958,958,958,446,446,1,1,0,200482816,204746752,0,204544960,103,0
churn,48,Trimming,4096,4096,1,0,1,974,974,974,974,454,454,1,1,0,204746752,209010688,0,208804928,105,0
churn,49,Trimming,4096,4096,1,0,1,990,990,990,990,462,462,1,1,0,209010688,213274624,0,213064896,107,0
churn,50,Trimming,4096,4096,1,0,1,1006,1006,1006,1006,470,470,1,1,0,213274624,217538560,0,217324864,109,0
churn,51,Trimming,4096,4096,1,0,1,1022,1022,1022,1022,478,478,1,1,0,217538560,221802496,0,221584832,111,0
churn,52,Trimming,4096,4096,1,0,1,1038,1038,1038,1038,486,486,1,1,0,221802496,226066432,0,225844800,113,0
churn,53,Trimming,4096,4096,1,0,1,1054,1054,1054,1054,494,494,1,1,0,226066432,230330368,0,230104768,115,0
churn,54,Trimming,4096,4096,1,0,1,1070,1070,1070,1070,502,502,1,1,0,230330368,234594304,0,234364736,117,0
churn,55,Trimming,4096,4096,1,0,1,1086,1086,1086,1086,510,510,1,1,0,234594304,238858240,0,238624704,119,0
churn,56,Trimming,4096,4096,1,0,1,1102,1102,1102,1102,518,518,1,1,0,238858240,243122176,0,242884672,121,0
churn,57,Trimming,4096,4096,1,0,1,1118,1118,1118,1118,526,526,1,1,0,243122176,247386112,0,247144640,123,0
churn,58,Trimming,4096,4096,1,0,1,1134,1134,1134,1134,534,534,1,1,0,247386112,251650048,0,251404608,125,0
churn,59,Trimming,4096,4096,1,0,1,1150,1150,1150,1150,542,542,1,1,0,251650048,255913984,0,255664576,127,0
churn,60,Trimming,4096,4096,1,0,1,1166,1166,1166,1166,550,550,1,1,0,255913984,260177920,0,259924544,129,0
churn,61,Trimming,4096,4096,1,0,1,1182,1182,1182,1182,558,558,1,1,0,260177920,264441856,0,264184512,131,0
churn,62,Trimming,4096,4096,1,0,1,1198,1198,1198,1198,566,566,1,1,0,264441856,268705792,0,268444480,133,0
churn,63,Trimming,4096,3844,1,0,1,1214,1214,1214,1214,574,574,1,1,0,268705792,272900096,0,268444480,133,0
churn,64,Trimming,4096,0,1,0,1,1230,1230,1230,1230,582,582,1,1,0,272900096,277094400,0,268444480,133,0
churn,65,Trimming,4096,0,1,0,1,1246,1246,1246,1246,590,590,1,1,0,277094400,281288704,0,268444480,133,0
churn,66,Trimming,4096,0,1,0,1,1262,1262,1262,1262,598,598,1,1,0,281288704,285483008,0,268444480,133,0
churn,67,Trimming,4096,0,1,0,1,1278,1278,1278,1278,606,606,1,1,0,285483008,289677312,0,268444480,133,0
churn,68,Trimming,4096,0,1,0,1,1294,1294,1294,1294,614,614,1,1,0,289677312,293871616,0,268444480,133,0
churn,69,Trimming,4096,0,1,0,1,1310,1310,1310,1310,622,622,1,1,0,293871616,298065920,0,268444480,133,0
churn,70,Trimming,4096,0,1,0,1,1326,1326,1326,1326,630,630,1,1,0,298065920,302260224,0,268444480,133,0
churn,71,Trimming,4096,0,1,0,1,1342,1342,1342,1342,638,638,1,1,0,302260224,306454528,0,268444480,133,0
churn,72,Trimming,4096,0,1,0,1,1358,1358,1358,1358,646,646,1,1,0,306454528,310648832,0,268444480,133,0
churn,73,Trimming,4096,0,1,0,1,1374,1374,1374,1374,654,654,1,1,0,310648832,314843136,0,268444480,133,0
churn,74,Trimming,4096,0,1,0,1,1390,1390,1390,1390,662,662,1,1,0,314843136,319037440,0,268444480,133,0
churn,75,Trimming,4096,0,1,0,1,1406,1406,1406,1406,670,670,1,1,0,319037440,323231744,0,268444480,133,0
churn,76,Trimming,4096,0,1,0,1,1422,1422,1422,1422,678,678,1,1,0,323231744,327426048,0,268444480,133,0
churn,77,Trimming,4096,0,1,0,1,1438,1438,1438,1438,686,686,1,1,0,327426048,331620352,0,268444480,133,0
churn,78,Trimming,4096,0,1,0,1,1454,1454,1454,1454,694,694,1,1,0,331620352,335814656,0,268444480,133,0
churn,79,Trimming,4096,0,1,0,1,1470,1470,1470,1470,702,702,1,1,0,335814656,340008960,0,268444480,133,0
churn,80,Trimming,4096,0,1,0,1,1486,1486,1486,1486,710,710,1,1,0,340008960,344203264,0,268444480,133,0
churn,81,Trimming,4096,0,1,0,1,1502,1502,1502,1502,718,718,1,1,0,344203264,348397568,0,268444480,133,0
churn,82,Trimming,4096,0,1,0,1,1518,1518,1518,1518,726,726,1,1,0,348397568,352591872,0,268444480,133,0
churn,83,Trimming,4096,0,1,0,1,1534,1534,1534,1534,734,734,1,1,0,352591872,356786176,0,268444480,133,0
churn,84,Trimming,4096,0,1,0,1,1550,1550,1550,1550,742,742,1,1,0,356786176,360980480,0,268444480,133,0
churn,85,Trimming,4096,0,1,0,1,1566,1566,1566,1566,750,750,1,1,0,360980480,365174784,0,268444480,133,0
churn,86,Trimming,4096,0,1,0,1,1582,1582,1582,1582,758,758,1,1,0,365174784,369369088,0,268444480,133,0
churn,87,Trimming,4096,0,1,0,1,1598,1598,1598,1598,766,766,1,1,0,369369088,373563392,0,268444480,133,0
churn,88,Trimming,4096,0,1,0,1,1614,1614,1614,1614,774,774,1,1,0,373563392,377757696,0,268444480,133,0
churn,89,Trimming,4096,0,1,0,1,1630,1630,1630,1630,782,782,1,1,0,377757696,381952000,0,268444480,133,0
churn,90,Trimming,4096,0,1,0,1,1646,1646,1646,1646,790,790,1,1,0,381952000,386146304,0,268444480,133,0
churn,91,Trimming,4096,0,1,0,1,1662,1662,1662,1662,798,798,1,1,0,386146304,390340608,0,268444480,133,0
churn,92,Trimming,4096,0,1,0,1,1678,1678,1678,1678,806,806,1,1,0,390340608,394534912,0,268444480,133,0
churn,93,Trimming,4096,0,1,0,1,1694,1694,1694,1694,814,814,1,1,0,394534912,398729216,0,268444480,133,0
churn,94,Trimming,4096,0,1,0,1,1710,1710,1710,1710,822,822,1,1,0,398729216,402923520,0,268444480,133,0
churn,95,Trimming,4096,0,1,0,1,1726,1726,1726,1726,830,830,1,1,0,402923520,407117824,0,268444480,133,0
churn,96,Trimming,4096,0,1,0,1,1742,1742,1742,1742,838,838,1,1,0,407117824,411312128,0,268444480,133,0
churn,97,Trimming,4096,0,1,0,1,1758,1758,1758,1758,846,846,1,1,0,411312128,415506432,0,268444480,133,0
churn,98,Trimming,4096,0,1,0,1,1774,1774,1774,1774,854,854,1,1,0,415506432,419700736,0,268444480,133,0
churn,99,Trimming,4096,0,1,0,1,1790,1790,1790,1790,862,862,1,1,0,419700736,423895040,0,268444480,133,0
churn,100,Trimming,4096,0,1,0,1,1806,1806,1806,1806,870,870,1,1,0,423895040,428089344,0,268444480,133,0
churn,101,Trimming,4096,0,1,0,1,1822,1822,1822,1822,878,878,1,1,0,428089344,432283648,0,268444480,133,0
churn,102,Trimming,4096,0,1,0,1,1838,1838,1838,1838,886,886,1,1,0,432283648,436477952,0,268444480,133,0
churn,103,Trimming,4096,0,1,0,1,1854,1854,1854,1854,894,894,1,1,0,436477952,440672256,0,268444480,133,0
churn,104,Trimming,4096,0,1,0,1,1870,1870,1870,1870,902,902,1,1,0,440672256,444866560,0,268444480,133,0
churn,105,Trimming,4096,0,1,0,1,1886,1886,1886,1886,910,910,1,1,0,444866560,449060864,0,268444480,133,0
churn,106,Trimming,4096,0,1,0,1,1902,1902,1902,1902,918,918,1,1,0,449060864,453255168,0,268444480,133,0
churn,107,Trimming,4096,0,1,0,1,1918,1918,1918,1918,926,926,1,1,0,453255168,457449472,0,268444480,133,0
churn,108,Trimming,4096,0,1,0,1,1934,1934,1934,1934,934,934,1,1,0,457449472,461643776,0,268444480,133,0
churn,109,Trimming,4096,0,1,0,1,1950,1950,1950,1950,942,942,1,1,0,461643776,465838080,0,268444480,133,0
churn,110,Trimming,4096,0,1,0,1,1966,1966,1966,1966,950,950,1,1,0,465838080,470032384,0,268444480,133,0
churn,111,Trimming,4096,0,1,0,1,1982,1982,1982,1982,958,958,1,1,0,470032384,474226688,0,268444480,133,0
churn,112,Trimming,4096,0,1,0,1,1998,1998,1998,1998,966,966,1,1,0,474226688,478420992,0,268444480,133,0
churn,113,Trimming,4096,0,1,0,1,2014,2014,2014,2014,974,974,1,1,0,478420992,482615296,0,268444480,133,0
churn,114,Trimming,4096,0,1,0,1,2030,2030,2030,2030,982,982,1,1,0,482615296,486809600,0,268444480,133,0
churn,115,Trimming,4096,0,1,0,1,2046,2046,2046,2046,990,990,1,1,0,486809600,491003904,0,268444480,133,0
churn,116,Trimming,4096,0,1,0,1,2062,2062,2062,2062,998,998,1,1,0,491003904,495198208,0,268444480,133,0
churn,117,Trimming,4096,0,1,0,1,2078,2078,2078,2078,1006,1006,1,1,0,495198208,499392512,0,268444480,133,0
churn,118,Trimming,4096,0,1,0,1,2094,2094,2094,2094,1014,1014,1,1,0,499392512,503586816,0,268444480,133,0
churn,119,Trimming,4096,0,1,0,1,2110,2110,2110,2110,1022,1022,1,1,0,503586816,507781120,0,268444480,133,0
churn,120,Trimming,4096,0,1,0,1,2126,2126,2126,2126,1030,1030,1,1,0,507781120,511975424,0,268444480,133,0
churn,121,Trimming,4096,0,1,0,1,2142,2142,2142,2142,1038,1038,1,1,0,511975424,516169728,0,268444480,133,0
churn,122,Trimming,4096,0,1,0,1,2158,2158,2158,2158,1046,1046,1,1,0,516169728,520364032,0,268444480,133,0
churn,123,Trimming,4096,0,1,0,1,2174,2174,2174,2174,1054,1054,1,1,0,520364032,524558336,0,268444480,133,0
churn,124,Trimming,4096,0,1,0,1,2190,2190,2190,2190,1062,1062,1,1,0,524558336,528752640,0,268444480,133,0
churn,125,Trimming,4096,0,1,0,1,2206,2206,2206,2206,1070,1070,1,1,0,528752640,532946944,0,268444480,133,0
churn,126,Trimming,4096,0,1,0,1,2222,2222,2222,2222,1078,1078,1,1,0,532946944,537141248,0,268444480,133,0
churn,127,Trimming,4096,0,1,0,1,2238,2238,2238,2238,1086,1086,1,1,0,537141248,541335552,0,268444480,133,0
churn,128,Trimming,4096,0,1,0,1,2254,2254,2254,2254,1094,1094,1,1,0,541335552,545529856,0,268444480,133,0
churn,129,Trimming,4096,0,1,0,1,2270,2270,2270,2270,1102,1102,1,1,0,545529856,549724160,0,268444480,133,0
churn,130,Trimming,4096,0,1,0,1,2286,2286,2286,2286,1110,1110,1,1,0,549724160,553918464,0,268444480,133,0
churn,131,Trimming,4096,0,1,0,1,2302,2302,2302,2302,1118,1118,1,1,0,553918464,558112768,0,268444480,133,0
churn,132,Trimming,4096,0,1,0,1,2318,2318,2318,2318,1126,1126,1,1,0,558112768,562307072,0,268444480,133,0
churn,133,Trimming,4096,0,1,0,1,2334,2334,2334,2334,1134,1134,1,1,0,562307072,566501376,0,268444480,133,0
churn,134,Trimming,4096,0,1,0,1,2350,2350,2350,2350,1142,1142,1,1,0,566501376,570695680,0,268444480,133,0
churn,135,Trimming,4096,0,1,0,1,2366,2366,2366,2366,1150,1150,1,1,0,570695680,574889984,0,268444480,133,0
churn,136,Trimming,4096,0,1,0,1,2382,2382,2382,2382,1158,1158,1,1,0,574889984,579084288,0,268444480,133,0
churn,137,Trimming,4096,0,1,0,1,2398,2398,2398,2398,1166,1166,1,1,0,579084288,583278592,0,268444480,133,0
churn,138,Trimming,4096,0,1,0,1,2414,2414,2414,2414,1174,1174,1,1,0,583278592,587472896,0,268444480,133,0
churn,139,Trimming,4096,0,1,0,1,2430,2430,2430,2430,1182,1182,1,1,0,587472896,591667200,0,268444480,133,0
churn,140,Trimming,4096,0,1,0,1,2446,2446,2446,2446,1190,1190,1,1,0,591667200,595861504,0,268444480,133,0
churn,141,Trimming,4096,0,1,0,1,2462,2462,2462,2462,1198,1198,1,1,0,595861504,600055808,0,268444480,133,0
churn,142,Trimming,4096,0,1,0,1,2478,2478,2478,2478,1206,1206,1,1,0,600055808,604250112,0,268444480,133,0
churn,143,Trimming,4096,0,1,0,1,2494,2494,2494,2494,1214,1214,1,1,0,604250112,608444416,0,268444480,133,0
churn,144,Trimming,3828,0,1,0,1,2510,2510,2510,2510,1222,1222,1,1,0,608444416,612368304,0,612368304,133,1
churn,145,Trimming,4096,16,1,0,1,2526,2526,2526,2526,1230,1230,1,1,1,0,4333568,0,4326464,5,0
churn,146,Trimming,4096,16,1,0,1,2542,2542,2542,2542,1238,1238,1,1,0,4333568,8597504,0,8586432,7,0
churn,147,Trimming,4096,16,1,0,1,2558,2558,2558,2558,1246,1246,1,1,0,8597504,12861440,0,12846400,9,0
churn,148,Trimming,4096,12,1,0,1,2574,2574,2574,2574,1254,1254,1,1,0,12861440,17125376,0,17106368,11,0
churn,149,Trimming,4096,12,1,0,1,2590,2590,2590,2590,1262,1262,1,1,0,17125376,21389312,0,21366336,13,0
churn,150,Trimming,4096,12,1,0,1,2606,2606,2606,2606,1270,1270,1,1,0,21389312,25653248,0,25626304,15,0
churn,151,Trimming,4096,12,1,0,1,2622,2622,2622,2622,1278,1278,1,1,0,25653248,29917184,0,29886272,17,0
churn,152,Trimming,4096,12,1,0,1,2638,2638,2638,2638,1286,1286,1,1,0,29917184,34181120,0,34146240,19,0
churn,153,Trimming,4096,12,1,0,1,2654,2654,2654,2654,1294,1294,1,1,0,34181120,38445056,0,38406208,21,0
churn,154,Trimming,4096,12,1,0,1,2670,2670,2670,2670,1302,1302,1,1,0,38445056,42708992,0,42666176,23,0
churn,155,Trimming,4096,12,1,0,1,2686,2686,2686,2686,1310,1310,1,1,0,42708992,46972928,0,46926144,25,0
churn,156,Trimming,4096,12,1,0,1,2702,2702,2702,2702,1318,1318,1,1,0,46972928,51236864,0,51186112,27,0
churn,157,Trimming,4096,12,1,0,1,2718,2718,2718,2718,1326,1326,1,1,0,51236864,55500800,0,55446080,29,0
churn,158,Trimming,4096,12,1,0,1,2734,2734,2734,2734,1334,1334,1,1,0,55500800,59764736,0,59706048,31,0
churn,159,Trimming,4096,12,1,0,1,2750,2750,2750,2750,1342,1342,1,1,0,59764736,64028672,0,63966016,33,0
churn,160,Trimming,4096,12,1,0,1,2766,2766,2766,2766,1350,1350,1,1,0,64028672,68292608,0,68225984,35,0
churn,161,Trimming,4096,12,1,0,1,2782,2782,2782,2782,1358,1358,1,1,0,68292608,72556544,0,72485952,37,0
churn,162,Trimming,4096,12,1,0,1,2798,2798,2798,2798,1366,1366,1,1,0,72556544,76820480,0,76745920,39,0
churn,163,Trimming,4096,12,1,0,1,2814,2814,2814,2814,1374,1374,1,1,0,76820480,81084416,0,81005888,41,0
churn,164,Trimming,4096,12,1,0,1,2830,2830,2830,2830,1382,1382,1,1,0,81084416,85348352,0,85265856,43,0
churn,165,Trimming,4096,12,1,0,1,2846,2846,2846,2846,1390,1390,1,1,0,85348352,89612288,0,89525824,45,0
churn,166,Trimming,4096,12,1,0,1,2862,2862,2862,2862,1398,1398,1,1,0,89612288,93876224,0,93785792,47,0
churn,167,Trimming,4096,16,1,0,1,2878,2878,2878,2878,1406,1406,1,1,0,93876224,98140160,0,98045760,49,0
churn,168,Trimming,4096,16,1,0,1,2894,2894,2894,2894,1414,1414,1,1,0,98140160,102404096,0,102305728,51,0
churn,169,Trimming,4096,12,1,0,1,2910,2910,2910,2910,1422,1422,1,1,0,102404096,106668032,0,106565696,53,0
churn,170,Trimming,4096,12,1,0,1,2926,2926,2926,2926,1430,1430,1,1,0,106668032,110931968,0,110825664,55,0
churn,171,Trimming,4096,12,1,0,1,2942,2942,2942,2942,1438,1438,1,1,0,110931968,115195904,0,115085632,57,0
churn,172,Trimming,4096,12,1,0,1,2958,2958,2958,2958,1446,1446,1,1,0,115195904,119459840,0,119345600,59,0
churn,173,Trimming,4096,12,1,0,1,2974,2974,2974,2974,1454,1454,1,1,0,119459840,123723776,0,123605568,61,0
churn,174,Trimming,4096,12,1,0,1,2990,2990,2990,2990,1462,1462,1,1,0,123723776,127987712,0,127865536,63,0
churn,175,Trimming,4096,12,1,0,1,3006,3006,3006,3006,1470,1470,1,1,0,127987712,132251648,0,132125504,65,0
churn,176,Trimming,4096,12,1,0,1,3022,3022,3022,3022,1478,1478,1,1,0,132251648,136515584,0,136385472,67,0
churn,177,Trimming,4096,12,1,0,1,3038,3038,3038,3038,1486,1486,1,1,0,136515584,140779520,0,140645440,69,0
churn,178,Trimming,4096,12,1,0,1,3054,3054,3054,3054,1494,1494,1,1,0,140779520,145043456,0,144905408,71,0
churn,179,Trimming,4096,12,1,0,1,3070,3070,3070,3070,1502,1502,1,1,0,145043456,149307392,0,149165376,73,0
churn,180,Trimming,4096,12,1,0,1,3086,3086,3086,3086,1510,1510,1,1,0,149307392,153571328,0,153425344,75,0
churn,181,Trimming,4096,12,1,0,1,3102,3102,3102,3102,1518,1518,1,1,0,153571328,157835264,0,157685312,77,0
churn,182,Trimming,4096,12,1,0,1,3118,3118,3118,3118,1526,1526,1,1,0,157835264,162099200,0,161945280,79,0
churn,183,Trimming,4096,12,1,0,1,3134,3134,3134,3134,1534,1534,1,1,0,162099200,166363136,0,166205248,81,0
churn,184,Trimming,4096,12,1,0,1,3150,3150,3150,3150,1542,1542,1,1,0,166363136,170627072,0,170465216,83,0
churn,185,Trimming,4096,12,1,0,1,3166,3166,3166,3166,1550,1550,1,1,0,170627072,174891008,0,174725184,85,0
churn,186,Trimming,4096,12,1,0,1,3182,3182,3182,3182,1558,1558,1,1,0,174891008,179154944,0,178985152,87,0
churn,187,Trimming,4096,12,1,0,1,3198,3198,3198,3198,1566,1566,1,1,0,179154944,183418880,0,183245120,89,0
churn,188,Trimming,4096,12,1,0,1,3214,3214,3214,3214,1574,1574,1,1,0,183418880,187682816,0,187505088,91,0
churn,189,Trimming,4096,12,1,0,1,3230,3230,3230,3230,1582,1582,1,1,0,187682816,191946752,0,191765056,97,0
churn,190,Trimming,4096,12,1,0,1,3246,3246,3246,3246,1590,1590,1,1,0,191946752,196210688,0,196025024,99,0
churn,191,Trimming,4096,12,1,0,1,3262,3262,3262,3262,1598,1598,1,1,0,196210688,200474624,0,200284992,101,0
churn,192,Trimming,4096,12,1,0,1,3278,3278,3278,3278,1606,1606,1,1,0,200474624,204738560,0,204544960,103,0
churn,193,Trimming,4096,12,1,0,1,3294,3294,3294,3294,1614,1614,1,1,0,204738560,209002496,0,208804928,105,0
churn,194,Trimming,4096,12,1,0,1,3310,3310,3310,3310,1622,1622,1,1,0,209002496,213266432,0,213064896,107,0
churn,195,Trimming,4096,12,1,0,1,3326,3326,3326,3326,1630,1630,1,1,0,213266432,217530368,0,217324864,109,0
churn,196,Trimming,4096,12,1,0,1,3342,3342,3342,3342,1638,1638,1,1,0,217530368,221794304,0,221584832,111,0
churn,197,Trimming,4096,12,1,0,1,3358,3358,3358,3358,1646,1646,1,1,0,221794304,226058240,0,225844800,113,0
churn,198,Trimming,4096,12,1,0,1,3374,3374,3374,3374,1654,1654,1,1,0,226058240,230322176,0,230104768,115,0
churn,199,Trimming,4096,16,1,0,1,3390,3390,3390,3390,1662,1662,1,1,0,230322176,234586112,0,234364736,117,0
churn,200,Trimming,4096,16,1,0,1,3406,3406,3406,3406,1670,1670,1,1,0,234586112,238850048,0,238624704,119,0
churn,201,Trimming,4096,12,1,0,1,3422,3422,3422,3422,1678,1678,1,1,0,238850048,243113984,0,242884672,121,0
churn,202,Trimming,4096,12,1,0,1,3438,3438,3438,3438,1686,1686,1,1,0,243113984,247377920,0,247144640,123,0
churn,203,Trimming,4096,12,1,0,1,3454,3454,3454,3454,1694,1694,1,1,0,247377920,251641856,0,251404608,125,0
churn,204,Trimming,4096,12,1,0,1,3470,3470,3470,3470,1702,1702,1,1,0,251641856,255905792,0,255664576,127,0
churn,205,Trimming,4096,12,1,0,1,3486,3486,3486,3486,1710,1710,1,1,0,255905792,260169728,0,259924544,129,0
churn,206,Trimming,4096,12,1,0,1,3502,3502,3502,3502,1718,1718,1,1,0,260169728,264433664,0,264184512,131,0
churn,207,Trimming,4096,0,1,0,1,3518,3518,3518,3518,1726,1726,1,1,0,264433664,268697600,0,268444480,133,0
churn,208,Trimming,4096,0,1,0,1,3534,3534,3534,3534,1734,1734,1,1,0,268697600,272891904,0,268444480,133,0
churn,209,Trimming,4096,0,1,0,1,3550,3550,3550,3550,1742,1742,1,1,0,272891904,277086208,0,268444480,133,0
churn,210,Trimming,4096,0,1,0,1,3566,3566,3566,3566,1750,1750,1,1,0,277086208,281280512,0,268444480,133,0
churn,211,Trimming,4096,0,1,0,1,3582,3582,3582,3582,1758,1758,1,1,0,281280512,285474816,0,268444480,133,0
churn,212,Trimming,4096,0,1,0,1,3598,3598,3598,3598,1766,1766,1,1,0,285474816,289669120,0,268444480,133,0
churn,213,Trimming,4096,0,1,0,1,3614,3614,3614,3614,1774,1774,1,1,0,289669120,293863424,0,268444480,133,0
churn,214,Trimming,4096,0,1,0,1,3630,3630,3630,3630,1782,1782,1,1,0,293863424,298057728,0,268444480,133,0
churn,215,Trimming,4096,0,1,0,1,3646,3646,3646,3646,1790,1790,1,1,0,298057728,302252032,0,268444480,133,0
churn,216,Trimming,4096,0,1,0,1,3662,3662,3662,3662,1798,1798,1,1,0,302252032,306446336,0,268444480,133,0
churn,217,Trimming,4096,0,1,0,1,3678,3678,3678,3678,1806,1806,1,1,0,306446336,310640640,0,268444480,133,0
churn,218,Trimming,4096,0,1,0,1,3694,3694,3694,3694,1814,1814,1,1,0,310640640,314834944,0,268444480,133,0
churn,219,Trimming,4096,0,1,0,1,3710,3710,3710,3710,1822,1822,1,1,0,314834944,319029248,0,268444480,133,0
churn,220,Trimming,4096,0,1,0,1,3726,3726,3726,3726,1830,1830,1,1,0,319029248,323223552,0,268444480,133,0
churn,221,Trimming,4096,0,1,0,1,3742,3742,3742,3742,1838,1838,1,1,0,323223552,327417856,0,268444480,133,0
churn,222,Trimming,4096,0,1,0,1,3758,3758,3758,3758,1846,1846,1,1,0,327417856,331612160,0,268444480,133,0
churn,223,Trimming,4096,0,1,0,1,3774,3774,3774,3774,1854,1854,1,1,0,331612160,335806464,0,268444480,133,0
churn,224,Trimming,4096,0,1,0,1,3790,3790,3790,3790,1862,1862,1,1,0,335806464,340000768,0,268444480,133,0
churn,225,Trimming,4096,0,1,0,1,3806,3806,3806,3806,1870,1870,1,1,0,340000768,344195072,0,268444480,133,0
